Id,SalePrice
1461,113786.72872968888
1462,156780.24796418232
1463,163747.55076391323
1464,194349.02913627983
1465,184782.54085873882
1466,169789.07596195323
1467,187225.00513314648
1468,166194.82899371372
1469,189894.28948249467
1470,116748.54059508906
1471,189322.2710479281
1472,106537.30293622607
1473,98443.61304073207
1474,149444.65744056203
1475,119440.5055219002
1476,341518.0445647567
1477,236255.5643821249
1478,290453.34948720137
1479,278076.03871057805
1480,459618.1128639291
1481,300646.9876372829
1482,203007.48507968936
1483,172781.94727514553
1484,166935.20652457417
1485,199309.92882560272
1486,200208.37802284697
1487,305921.2397809341
1488,231225.4971099393
1489,182063.0077217095
1490,224719.22233152998
1491,199036.23868509464
1492,89967.14534801751
1493,202246.55068892744
1494,291851.60130278376
1495,271073.1532802969
1496,222786.7354394873
1497,170619.28181934298
1498,166157.90336680572
1499,164096.94682328208
1500,160286.20159490945
1501,166838.26029678035
1502,156214.6897785324
1503,287248.79606985825
1504,245184.8857640219
1505,223380.12112558036
1506,196860.74380467448
1507,237166.27938314062
1508,194165.0207583921
1509,154896.32756793877
1510,134775.6585997267
1511,146972.2100719673
1512,172952.06194290527
1513,152883.2809665298
1514,141702.77474730535
1515,184070.7395839823
1516,150473.54324822908
1517,160665.3644261693
1518,132058.8330819041
1519,203981.3181413788
1520,125869.07638540916
1521,119230.33051026046
1522,179713.5267580403
1523,102609.46619139504
1524,120798.81001525959
1525,108362.9503679158
1526,99753.84122486322
1527,101194.06880128951
1528,148988.3393597404
1529,137037.7188909754
1530,198699.9306632092
1531,119696.06125484202
1532,106247.1400614396
1533,160375.47862463864
1534,132195.25152853414
1535,147145.46792603735
1536,114346.04971834719
1537,58441.05195871018
1538,137378.14820522862
1539,196922.84926189785
1540,86670.70054267065
1541,134880.2929548257
1542,132090.43257896326
1543,165394.62964448528
1544,91132.99230236038
1545,108873.50566807116
1546,141175.88592718853
1547,132266.24921842196
1548,128050.40064556482
1549,115153.23704239394
1550,127452.12040856676
1551,124165.33896898046
1552,127544.27247889672
1553,133586.17584321168
1554,120955.96356214478
1555,152388.0851383612
1556,85581.78950983017
1557,87304.52375012841
1558,107344.69858068397
1559,73060.1365773503
1560,133355.21087056075
1561,116277.2275670685
1562,139061.20633009565
1563,117419.91552686333
1564,155035.7656235479
1565,134939.65398290567
1566,228817.1504403617
1567,79348.07261481661
1568,232508.66404698748
1569,122043.4449387815
1570,149749.80633514453
1571,115737.59619110677
1572,141371.95210923214
1573,224498.24359743792
1574,111549.40617957372
1575,217521.51886199368
1576,253662.13398524857
1577,179702.04405328823
1578,139524.02305212844
1579,128499.54763910489
1580,196501.3585953536
1581,160030.32434021722
1582,128196.92075189657
1583,293645.3414565341
1584,219111.87794402332
1585,145080.33859396956
1586,70637.70547504319
1587,102174.40165469494
1588,144957.31925145997
1589,92021.60599198921
1590,139120.28453252462
1591,89802.22761523622
1592,119445.47487469068
1593,135651.35909262687
1594,128926.9679059441
1595,100785.72874797865
1596,199629.77710893846
1597,159136.9230126552
1598,198306.00422611914
1599,176903.96452330588
1600,175199.07015593827
1601,67527.85767084373
1602,117932.6182239535
1603,77192.57244601013
1604,253388.5581712383
1605,248361.07648814106
1606,168496.56065062078
1607,181760.0157323048
1608,228111.6232369593
1609,183488.85354532296
1610,149463.685403588
1611,132109.84947227754
1612,169645.71195351778
1613,167872.02724931206
1614,139665.37257709473
1615,98968.36356942168
1616,82295.89438894652
1617,96505.54316246907
1618,121516.11571411505
1619,147309.1308067221
1620,151139.43445586556
1621,128793.2619271207
1622,154495.81902573205
1623,267226.3871501494
1624,205116.27950326298
1625,114782.48007456763
1626,173817.39643832901
1627,184659.5118742923
1628,281439.8322097051
1629,171026.27215574947
1630,307195.6258466496
1631,216041.83423465735
1632,216306.5961454815
1633,178431.22667893514
1634,184248.5642200249
1635,185695.17888912585
1636,160295.5646528457
1637,191854.01388223574
1638,192885.3719836704
1639,179508.72641397134
1640,261045.28249763924
1641,176547.18738610754
1642,239191.67239427567
1643,226037.16679926138
1644,231627.1272689915
1645,243838.53443325023
1646,167134.0497158913
1647,163779.15725790133
1648,131601.41834806942
1649,148974.4509729025
1650,109257.74613580009
1651,120108.88883544446
1652,110801.17047490782
1653,111963.46977617918
1654,142772.77268364874
1655,148490.85383789983
1656,141245.59448960176
1657,145485.60759282098
1658,144968.50008736382
1659,123295.25950715519
1660,148038.50696281274
1661,443780.1988433385
1662,354725.491644442
1663,351383.0980217642
1664,481755.68780668476
1665,292384.4324755091
1666,303629.27253990935
1667,351187.0319624613
1668,334398.75107839995
1669,297822.7733574692
1670,330079.21308287815
1671,252827.46231041237
1672,406996.4502213053
1673,290403.7363053769
1674,241506.38875617957
1675,184941.62881791955
1676,188439.2671018794
1677,201037.55289684434
1678,413680.2696090325
1679,348442.22657855926
1680,294114.26236677484
1681,231197.02489317665
1682,287506.4862604122
1683,177659.26191354645
1684,191391.75613261174
1685,185585.08140985115
1686,175823.02525959216
1687,182908.19643359756
1688,198008.3161394927
1689,204346.85609765665
1690,214759.25434209235
1691,203250.45815605644
1692,275709.12786258355
1693,180954.96737853106
1694,184698.96382924978
1695,167974.8004285736
1696,277025.238391877
1697,174937.6747631994
1698,327556.9722541235
1699,347441.56989816617
1700,238144.57070692754
1701,264408.87057243264
1702,245321.0988664609
1703,253091.1696815332
1704,276030.03269194235
1705,249731.74392323152
1706,370995.0131079066
1707,206584.51458750095
1708,200386.28868260013
1709,275183.2944585288
1710,220424.183610288
1711,275854.50497234456
1712,257107.2860543178
1713,264633.8937950497
1714,217791.96258038722
1715,207189.5709610657
1716,180210.59868132888
1717,184666.95250216182
1718,134328.97693907426
1719,203705.87576108405
1720,260070.74303941778
1721,173447.2002907805
1722,127431.80818955413
1723,161004.80584414076
1724,206143.91709960133
1725,233993.12689380965
1726,188181.64844186508
1727,146554.745714847
1728,195899.9795149168
1729,161513.84976828902
1730,168081.50362209027
1731,130425.24086051271
1732,132054.33072961617
1733,111462.02039451475
1734,120907.2220914726
1735,147047.90090584944
1736,117854.51943866786
1737,312944.55649225804
1738,232062.09635664674
1739,259146.7945766117
1740,209215.5953478794
1741,186328.03653406896
1742,161340.9830273557
1743,178417.69897632892
1744,302388.38940698537
1745,199553.37685792323
1746,189683.8341871362
1747,215964.5336201538
1748,227079.83569825315
1749,152681.2057428566
1750,125571.61152941087
1751,268123.29704631655
1752,116185.9996197603
1753,145349.76851716748
1754,195373.34965732665
1755,168082.16484425365
1756,134168.34674927694
1757,118418.77204364049
1758,146660.72698593678
1759,157751.4867484159
1760,165055.53509677594
1761,139720.19358291564
1762,170739.34756749478
1763,181141.6366416993
1764,109293.28317953355
1765,160491.79868984723
1766,188883.06765044483
1767,233560.99779651768
1768,137846.7673415554
1769,181736.24792752322
1770,165371.01072985158
1771,107222.03648264502
1772,131029.35461137407
1773,124099.28139618908
1774,136743.44301961278
1775,144855.64262074887
1776,125451.10566497086
1777,109553.6234181977
1778,140659.2058224653
1779,121587.9148938263
1780,188100.72714919032
1781,122224.66866184468
1782,89142.3223687718
1783,144723.56616325054
1784,103036.18785398648
1785,114119.4372574984
1786,130912.60003402828
1787,174617.95781039304
1788,70224.25522812775
1789,95132.3044172219
1790,75695.59719631339
1791,198173.1208393423
1792,156221.18911785778
1793,134772.33284840858
1794,159155.4964300971
1795,126752.12081065106
1796,141067.52810295517
1797,117809.55565580759
1798,116124.04869300859
1799,105868.6155943568
1800,124149.30967484084
1801,121167.4904254962
1802,136250.63478304856
1803,146166.43080044189
1804,137871.7637966712
1805,143098.8042880722
1806,131266.52493500325
1807,134612.34393654738
1808,122475.66865170914
1809,116234.20960146943
1810,136315.65261827764
1811,97066.59592014224
1812,90515.1517828272
1813,119185.39594888045
1814,96579.9482705828
1815,58371.43902992323
1816,111206.63672980494
1817,103563.34200740265
1818,147751.78069860212
1819,129168.40122418095
1820,76785.2301529603
1821,124373.01862585472
1822,154663.14006603282
1823,56474.34408068223
1824,126321.60990898195
1825,132379.74493792752
1826,104625.6179213034
1827,94204.71269609325
1828,131724.55008588592
1829,131563.88176602253
1830,140014.7162826326
1831,133169.45324671475
1832,75345.61997028197
1833,148798.15266498658
1834,135968.35750263464
1835,109409.44533972577
1836,120168.82551288196
1837,82032.18824026964
1838,119513.21537540226
1839,120485.51736873758
1840,132518.24840178166
1841,122036.51989142991
1842,91709.98490325402
1843,119784.1191009133
1844,143874.20824120927
1845,132809.49520910857
1846,155198.73151716345
1847,156732.01705914768
1848,58138.280010375755
1849,115974.5140720194
1850,113731.34457292447
1851,147167.86977658994
1852,127655.49684527247
1853,124108.58711218026
1854,168379.39682542975
1855,144548.40397284648
1856,224145.36465580418
1857,131699.99302515353
1858,137467.49670038477
1859,121441.17394284028
1860,146267.30126156763
1861,122015.76165246325
1862,357881.77504249814
1863,355356.8857893813
1864,355356.8857893813
1865,323371.2960874428
1866,327186.73372047645
1867,234741.1053282281
1868,291016.13242896606
1869,211543.3576503249
1870,229132.228456435
1871,251054.90191535826
1872,182304.51313468115
1873,226439.66458545352
1874,147356.65782366696
1875,192695.88085095285
1876,189750.30306945794
1877,205443.51085667446
1878,203230.80901227618
1879,120254.33534206524
1880,132931.95071275157
1881,238902.23107705766
1882,251673.08042056233
1883,182568.14506485497
1884,197909.72088504198
1885,227525.11539413658
1886,276086.86627715407
1887,219589.30158151622
1888,278651.4432222273
1889,169958.27003748796
1890,113963.1231309614
1891,142344.20783500266
1892,97931.33412782551
1893,119454.84458931597
1894,121461.03805963561
1895,122972.97086931841
1896,121691.04368908069
1897,112433.11241009149
1898,123266.38120268684
1899,153806.3208190461
1900,146912.14430806838
1901,147109.10945739681
1902,117955.60657412578
1903,209361.12423496947
1904,123394.90850325066
1905,190334.34669856593
1906,139914.80519610678
1907,191733.63637488853
1908,117432.94807515913
1909,143931.5048599724
1910,130098.44289004606
1911,188129.02770118453
1912,278458.7460604644
1913,145657.70335128062
1914,76259.82334741548
1915,270210.051230555
1916,32536.685243436947
1917,244269.2943548533
1918,144148.13420260994
1919,183479.6449507722
1920,148322.57156604188
1921,358088.06718235847
1922,299208.8089919294
1923,229542.5907727884
1924,224648.69865273623
1925,196998.9704137917
1926,351243.72157927445
1927,134006.96611116518
1928,160732.33700016036
1929,122763.48733058132
1930,127536.76163688237
1931,143622.35684165734
1932,138556.41133175406
1933,167132.21671329354
1934,174806.09183700816
1935,168904.58836829104
1936,180086.51324388816
1937,179536.37634443937
1938,173898.43352401344
1939,222405.41839462373
1940,182338.2668481516
1941,168609.7055595109
1942,187946.22563441657
1943,202990.13406467298
1944,326316.6254684673
1945,339198.15586204414
1946,86832.85893536803
1947,244454.3592624654
1948,168076.07368392637
1949,250455.02071555392
1950,197326.2363180934
1951,252469.5982622947
1952,214783.3210227872
1953,181225.6995417136
1954,181691.3640712128
1955,130202.84523736559
1956,368118.82600895525
1957,150196.6746794594
1958,311232.8423454901
1959,140721.54630091717
1960,109337.62949966462
1961,122150.94992983474
1962,106648.47631037555
1963,115295.0465313647
1964,107828.46049629306
1965,148195.44270676153
1966,145785.27945312063
1967,274860.7527214541
1968,391446.43161884416
1969,344151.8080897794
1970,355321.8965321813
1971,484509.3071339426
1972,356165.9869937762
1973,283674.9960737694
1974,318613.08443880966
1975,648206.1740045084
1976,265390.99710714654
1977,328679.45024120784
1978,322666.9263596847
1979,305098.5184678543
1980,182990.43959451446
1981,306633.5735818212
1982,210656.1859460962
1983,196746.2544962256
1984,170764.11998225533
1985,222578.50897267534
1986,214651.47382830788
1987,190884.70909345982
1988,183247.19911437455
1989,204283.5538414935
1990,221414.67015308412
1991,217789.7557412992
1992,215147.23543958872
1993,188469.2587018496
1994,227913.22680643908
1995,184376.9241159588
1996,244549.611746134
1997,302745.65200608416
1998,281740.53687863634
1999,270435.0789522017
2000,316117.6691093729
2001,306280.88724460383
2002,246729.60230531864
2003,260231.0467634918
2004,293395.0547578536
2005,228919.21738672876
2006,220310.25088904
2007,260494.89911474407
2008,219633.7549725605
2009,196314.9847787064
2010,202688.91794298842
2011,145977.82765640662
2012,181314.4268932254
2013,174510.35040004627
2014,188370.56277245953
2015,194306.0566376738
2016,191319.30688515469
2017,199007.76821612846
2018,121031.55816867165
2019,142132.3396207971
2020,103598.6324055918
2021,97827.40504090436
2022,182704.43816526595
2023,139891.77302881182
2024,291873.1380614154
2025,365643.91469540895
2026,177900.75779650957
2027,161970.27582153757
2028,148285.02071310923
2029,169394.48005904636
2030,263595.612595547
2031,234560.34597266276
2032,245751.1380842305
2033,248046.848388672
2034,180047.57431264463
2035,213415.05206383197
2036,215957.11915925704
2037,220167.76688137965
2038,337645.15002802276
2039,208493.3441372008
2040,297733.0698775549
2041,293911.5729076468
2042,203936.16723664865
2043,184145.5367296122
2044,176458.14239866962
2045,215512.1261216702
2046,145921.66470268962
2047,139406.99473247275
2048,150203.63986965176
2049,145212.74064400574
2050,176893.10416838652
2051,114697.64787757331
2052,120337.95501117852
2053,154515.1217253865
2054,102667.5240230756
2055,141735.53290897523
2056,157890.5775496736
2057,114321.4479940934
2058,203812.75229663943
2059,130972.21336457696
2060,176016.08762226926
2061,177621.31364054504
2062,119019.13487058638
